Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
74-051-7865,19,Female,High,Divorced,Bachelor's,High,Deqing,Baby Products,$390.44 ,4,Mixed,5,1,0.0,Medium,Very Sensitive,0,4,High,Desktop,Other,2/15/2024,True,False,Need-based,Standard,4
40-450-4266,37,Female,Middle,Single,Bachelor's,Middle,Sala,Health Care,$61.50 ,11,Mixed,4,2,0.0,Medium,Very Sensitive,0,1,High,Smartphone,Other,1/26/2024,True,True,Planned,Express,8
78-796-5651,35,Female,Middle,Divorced,High School,High,Dłutów,Office Supplies,$234.44 ,6,In-Store,3,5,2.0,Medium,Very Sensitive,0,1,High,Desktop,Other,5/23/2024,False,True,Impulsive,Express,5
78-163-4800,43,Male,Middle,Single,Master's,Middle,Regimin,Toys & Games,$318.84 ,6,Online,1,1,2.0,Low,Very Sensitive,0,4,High,Tablet,Other,4/20/2024,False,True,Wants-based,Standard,10
14-118-5229,25,Male,Middle,Divorced,Master's,High,Dayr Sharaf,Books,$475.64 ,3,Online,3,4,1.0,Low,Very Sensitive,1,2,Medium,Smartphone,PayPal,2/15/2024,True,True,Planned,Standard,9
21-959-5766,24,Non-binary,High,Married,High School,Middle,Ma'an,Luxury Goods,$196.63 ,9,Online,4,2,2.0,Medium,Somewhat Sensitive,1,6,Low,Tablet,Other,12/15/2024,True,False,Need-based,No Preference,7
35-850-8676,24,Female,High,Married,High School,Middle,Sishilichengzi,Luxury Goods,$472.52 ,8,Online,2,4,0.0,Low,Somewhat Sensitive,2,8,Medium,Tablet,Cash,1/24/2024,False,True,Planned,No Preference,14
78-503-0416,25,Male,Middle,Single,High School,High,Villa Dolores,Luxury Goods,$85.57 ,12,In-Store,2,1,1.0,Low,Very Sensitive,2,4,Medium,Tablet,Debit Card,8/31/2024,True,True,Planned,No Preference,9
93-989-8649,26,Male,Middle,Divorced,Bachelor's,Middle,Shibushi,Food & Beverages,$172.50 ,8,Online,1,3,0.0,Medium,Somewhat Sensitive,0,8,Low,Desktop,Credit Card,7/19/2024,True,False,Impulsive,No Preference,7
80-277-3242,36,Male,High,Widowed,High School,Middle,Montreuil,Travel & Leisure (Flights,$342.39 ,8,In-Store,1,5,2.0,Low,Very Sensitive,2,3,High,Desktop,Other,1/4/2024,False,False,Need-based,Standard,9
50-510-5119,43,Male,High,Widowed,Master's,High,Montecristi,Beauty & Personal Care,$322.40 ,7,Mixed,4,2,1.0,Medium,Very Sensitive,2,3,Medium,Tablet,Cash,8/7/2024,True,True,Need-based,Express,2
63-964-6954,19,Female,High,Married,High School,Middle,Prince Albert,Health Care,$73.19 ,5,Mixed,2,5,1.0,Low,Not Sensitive,2,8,High,Smartphone,PayPal,4/11/2024,False,True,Need-based,No Preference,3
55-569-9247,41,Female,Middle,Married,Master's,High,Göteborg,Toys & Games,$279.08 ,10,Online,4,2,1.0,High,Not Sensitive,2,7,Medium,Smartphone,Credit Card,4/25/2024,False,True,Wants-based,No Preference,3
77-626-7240,25,Male,High,Widowed,Master's,High,Liushun,Food & Beverages,$86.39 ,5,Mixed,4,5,1.0,High,Somewhat Sensitive,1,1,Medium,Desktop,Debit Card,9/9/2024,False,False,Need-based,Standard,7
75-915-9803,45,Male,High,Widowed,Bachelor's,Middle,Sancha,Baby Products,$192.35 ,11,Mixed,3,5,2.0,High,Not Sensitive,2,1,High,Smartphone,Credit Card,5/8/2024,True,False,Impulsive,Express,11
78-905-2660,36,Female,Middle,Divorced,Bachelor's,High,Damnoen Saduak,Beauty & Personal Care,$235.32 ,7,Online,2,1,1.0,Medium,Very Sensitive,1,10,High,Desktop,PayPal,6/9/2024,False,True,Impulsive,Express,11
02-677-6735,21,Female,High,Widowed,High School,High,Cianorte,Electronics,$212.63 ,8,Online,4,2,1.0,Low,Very Sensitive,0,4,High,Desktop,Debit Card,8/27/2024,False,True,Need-based,No Preference,6
99-477-8256,25,Female,Middle,Single,Master's,High,Kāshmar,Gardening & Outdoors,$343.77 ,6,Online,4,3,2.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,9/18/2024,True,True,Wants-based,Express,6
03-992-3728,26,Bigender,Middle,Married,Bachelor's,High,‘Arad,Groceries,$339.32 ,9,In-Store,2,4,0.0,Medium,Very Sensitive,1,4,High,Tablet,Other,9/5/2024,False,False,Need-based,No Preference,7
24-878-4507,34,Male,High,Divorced,Bachelor's,Middle,Lenart v Slov. Goricah,Clothing,$327.05 ,9,Mixed,5,4,0.0,Low,Somewhat Sensitive,2,3,High,Desktop,Cash,8/6/2024,False,True,Need-based,No Preference,7
22-106-8347,48,Male,High,Divorced,Master's,Middle,Bigaa,Toys & Games,$334.45 ,2,In-Store,2,5,0.0,Medium,Not Sensitive,2,9,High,Tablet,Credit Card,6/18/2024,True,False,Impulsive,No Preference,6
81-479-0790,19,Male,High,Single,Bachelor's,Middle,Guadalupe,Food & Beverages,$366.16 ,12,Mixed,4,4,2.0,Medium,Somewhat Sensitive,1,5,Low,Desktop,Credit Card,8/26/2024,False,False,Need-based,No Preference,4
03-023-9932,37,Female,High,Widowed,Bachelor's,Middle,Xiaruyue,Groceries,$481.78 ,8,In-Store,5,2,0.0,Medium,Very Sensitive,2,4,Low,Tablet,Debit Card,4/24/2024,True,True,Wants-based,Express,1
09-369-0588,42,Male,High,Single,Bachelor's,Middle,Dalumangcob,Gardening & Outdoors,$333.18 ,6,In-Store,1,1,0.0,Medium,Very Sensitive,2,5,Low,Smartphone,Other,4/16/2024,True,False,Planned,Express,8
87-727-6434,28,Female,High,Widowed,Master's,Middle,Cravo Norte,Arts & Crafts,$73.23 ,8,Online,2,2,2.0,Low,Very Sensitive,1,2,Low,Smartphone,Credit Card,7/17/2024,True,True,Need-based,No Preference,6
93-413-4758,31,Female,Middle,Single,Master's,High,Samamiya,Hotels,$182.60 ,4,Online,5,2,0.3,Low,Not Sensitive,2,9,High,Tablet,PayPal,5/31/2024,False,True,Wants-based,Express,5
15-663-7994,20,Female,Middle,Widowed,Bachelor's,High,Tanahmerah,Jewelry & Accessories,$497.80 ,2,Online,3,5,0.2,High,Somewhat Sensitive,1,2,Medium,Smartphone,Other,1/21/2024,True,False,Wants-based,No Preference,9
29-319-4519,32,Male,High,Divorced,High School,High,Örebro,Food & Beverages,$171.17 ,4,In-Store,1,3,0.0,High,Somewhat Sensitive,0,4,Medium,Desktop,Debit Card,6/15/2024,False,True,Wants-based,Standard,12
40-347-2903,27,Female,Middle,Single,Bachelor's,High,Kefar Yona,Jewelry & Accessories,$425.82 ,3,In-Store,4,5,1.0,Low,Not Sensitive,1,6,High,Smartphone,Cash,4/19/2024,True,True,Wants-based,Standard,11
18-452-1635,19,Female,Middle,Widowed,Bachelor's,Middle,Pasto,Sports & Outdoors,$210.58 ,10,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,3,Low,Tablet,Debit Card,9/12/2024,True,True,Planned,No Preference,8
47-710-5471,50,Male,Middle,Single,High School,Middle,Huangtan,Beauty & Personal Care,$199.64 ,11,Online,5,4,1.0,High,Somewhat Sensitive,1,5,High,Desktop,PayPal,9/4/2024,False,True,Planned,Express,8
88-167-7129,40,Polygender,High,Married,Bachelor's,Middle,Il’inskiy,Packages),$162.22 ,10,In-Store,5,5,0.2,High,Somewhat Sensitive,1,1,Medium,Desktop,Other,4/28/2024,True,True,Wants-based,No Preference,8
46-678-4172,24,Female,Middle,Married,Master's,Middle,Na Chaluai,Luxury Goods,$365.88 ,12,Online,3,3,2.0,Medium,Very Sensitive,0,9,High,Smartphone,Other,11/5/2024,True,False,Need-based,Express,7
14-249-1256,46,Male,Middle,Single,High School,Middle,Marolambo,Beauty & Personal Care,$58.29 ,6,Mixed,2,3,2.0,Medium,Somewhat Sensitive,1,7,Low,Tablet,Other,2/13/2024,False,True,Impulsive,Standard,14
75-617-1460,50,Male,High,Married,Master's,High,Wiwilí,Health Supplements,$66.86 ,3,Mixed,1,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,Other,1/25/2024,True,True,Wants-based,Express,9
10-247-0192,29,Female,High,Single,Bachelor's,Middle,Cali,Groceries,$279.34 ,5,Mixed,3,1,0.0,Medium,Very Sensitive,2,6,Low,Tablet,PayPal,8/22/2024,False,True,Wants-based,No Preference,11
91-857-0797,22,Genderfluid,High,Widowed,High School,Middle,Pinagsibaan,Baby Products,$435.37 ,11,Online,4,2,1.0,Low,Very Sensitive,0,3,High,Tablet,Credit Card,8/30/2024,True,True,Planned,Standard,4
48-609-7715,43,Female,High,Divorced,Master's,Middle,Aguilares,Jewelry & Accessories,$426.89 ,2,Mixed,5,1,1.0,High,Not Sensitive,1,3,Low,Smartphone,PayPal,11/2/2024,True,False,Wants-based,Express,10
13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo,Animal Feed,$365.37 ,6,Mixed,1,2,1.0,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,7/2/2024,True,True,Wants-based,Express,7
47-073-6440,21,Female,Middle,Divorced,Master's,High,Taiyuan,Mobile Accessories,$487.25 ,4,Online,3,2,1.0,High,Very Sensitive,0,4,High,Desktop,Cash,10/8/2024,False,False,Wants-based,Standard,1
50-303-1693,29,Female,Middle,Married,High School,High,Chatturat,Baby Products,$187.22 ,10,Online,5,3,0.0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,6/4/2024,False,False,Wants-based,Standard,4
09-513-4923,38,Genderfluid,High,Divorced,Master's,High,Kadugadung,Travel & Leisure (Flights,$246.74 ,10,Online,2,3,0.0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,3/27/2024,False,False,Need-based,Express,8
82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,$128.74 ,12,Mixed,5,1,1.0,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,1/6/2024,False,True,Planned,Standard,1
70-774-7728,41,Female,Middle,Widowed,Master's,Middle,Dualing,Toys & Games,$339.63 ,2,In-Store,3,3,2.0,Medium,Very Sensitive,2,1,Low,Tablet,PayPal,8/26/2024,True,False,Impulsive,No Preference,6
04-832-3559,26,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,$88.40 ,5,In-Store,5,2,0.0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,5/26/2024,True,False,Need-based,No Preference,4
31-783-9785,19,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,$218.65 ,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4
58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,$207.66 ,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,7/8/2024,False,True,Wants-based,Standard,8
74-882-6648,34,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,$141.09 ,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1
25-085-7917,42,Female,Middle,Single,High School,High,Pallisa,Hotels,$195.05 ,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11
66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual,Groceries,$432.84 ,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2/5/2024,False,False,Wants-based,No Preference,4
37-037-1765,30,Male,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah,Jewelry & Accessories,$404.12 ,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,Express,11
50-471-0212,19,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Jewelry & Accessories,$233.02 ,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8
48-642-5768,26,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Packages),$273.41 ,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Furniture,$338.96 ,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,11/4/2024,True,True,Wants-based,Standard,4
09-775-4058,23,Male,High,Married,High School,High,Perzów,Mobile Accessories,$425.21 ,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12
56-592-0089,35,Female,Middle,Divorced,Master's,High,Hengshui,Health Care,$170.71 ,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,4/14/2024,True,True,Planned,No Preference,7
29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Nantes,Animal Feed,$444.05 ,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,6/4/2024,True,True,Wants-based,Standard,8
80-728-6133,47,Male,Middle,Divorced,High School,Middle,Tamorot,Gardening & Outdoors,$255.10 ,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,14
23-537-0742,20,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,$201.69 ,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,7/19/2024,True,False,Planned,No Preference,3
22-483-3115,37,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,$390.51 ,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,4/15/2024,False,False,Wants-based,Express,6
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,$442.29 ,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,9/11/2024,False,False,Planned,Express,13
39-075-3518,27,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,$166.74 ,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1
84-315-7189,29,Female,High,Married,Bachelor's,Middle,Ţāqchah Khānah,Mobile Accessories,$299.28 ,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3
06-594-3417,27,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,$344.81 ,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,$445.34 ,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,3/4/2024,True,True,Impulsive,No Preference,3
12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo,Electronics,$123.73 ,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,10/7/2024,False,True,Need-based,No Preference,10
79-960-1714,31,Male,Middle,Single,Master's,High,Nyköping,Travel & Leisure (Flights,$370.54 ,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,7
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,$295.75 ,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,12/7/2024,True,True,Need-based,Standard,8
89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,$358.11 ,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,9/3/2024,False,False,Need-based,Standard,11
99-080-9462,24,Male,High,Single,High School,Middle,Saraburi,Books,$419.53 ,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,3/27/2024,False,False,Wants-based,Express,6
87-056-8987,49,Agender,High,Widowed,High School,Middle,Negeriagung,Groceries,$491.92 ,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,12/29/2024,False,False,Wants-based,Standard,2
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,$388.82 ,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,9/3/2024,False,False,Need-based,No Preference,6
84-260-6464,23,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,$58.32 ,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,3/13/2024,True,True,Need-based,Standard,8
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Groceries,$464.76 ,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2/4/2024,False,True,Need-based,No Preference,3
45-795-1873,20,Agender,High,Widowed,Master's,Middle,Jagistay,Packages),$393.35 ,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,6/16/2024,True,True,Need-based,No Preference,12
06-647-3248,26,Female,High,Single,Master's,High,Yuannan,Electronics,$114.03 ,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,6
08-806-0588,25,Male,High,Single,High School,Middle,Al Qarārah,Health Supplements,$434.86 ,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive,Express,11
94-746-2001,30,Female,Middle,Married,Bachelor's,Middle,Fandriana,Office Supplies,$489.10 ,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,11/18/2024,True,False,Need-based,Standard,13
38-943-5744,19,Polygender,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,$288.15 ,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,8/6/2024,True,False,Impulsive,Standard,13
98-535-8497,35,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,$105.87 ,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,$163.40 ,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,7/8/2024,True,False,Planned,Standard,7
64-180-2404,48,Male,Middle,Divorced,High School,High,Cendagah,Gardening & Outdoors,$361.48 ,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,6/16/2024,True,True,Wants-based,Express,13
94-682-4886,27,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,$241.56 ,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,11/28/2024,True,False,Need-based,Express,2
55-944-9669,32,Bigender,Middle,Divorced,Master's,High,Sobeok,Clothing,$249.73 ,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,11/15/2024,True,False,Wants-based,No Preference,1
28-855-1639,46,Male,High,Single,High School,Middle,Jiaozuo,Electronics,$445.93 ,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13
58-233-5963,34,Male,High,Single,Bachelor's,High,Gualeguay,Travel & Leisure (Flights,$393.09 ,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,4/11/2024,False,True,Planned,Standard,1
73-359-1998,24,Female,Middle,Divorced,Bachelor's,Middle,Dicamay,Mobile Accessories,$159.30 ,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,4/24/2024,False,True,Impulsive,Express,2
84-459-7736,22,Genderqueer,Middle,Widowed,Master's,Middle,Xiluodu,Luxury Goods,$324.39 ,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,11/19/2024,True,False,Need-based,Express,1
07-395-5818,37,Agender,High,Single,High School,High,Ḩabābah,Clothing,$198.89 ,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,1/12/2024,False,False,Impulsive,Standard,1
68-129-1060,37,Female,High,Divorced,Bachelor's,High,Abaeté,Arts & Crafts,$92.97 ,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,12/15/2024,False,True,Impulsive,Standard,7
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,$144.39 ,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,6/11/2024,True,True,Impulsive,Standard,12
89-833-7175,43,Male,Middle,Widowed,High School,High,Kęsowo,Animal Feed,$209.62 ,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,10/12/2024,True,False,Planned,Standard,9
08-117-9893,49,Male,High,Single,High School,Middle,Colombo,Baby Products,$411.62 ,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,10/5/2024,True,False,Wants-based,Express,12
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),$159.82 ,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,12/9/2024,True,True,Planned,No Preference,10
38-881-0766,27,Male,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,$299.75 ,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,7/5/2024,False,True,Need-based,No Preference,7
17-344-8603,29,Male,High,Divorced,Bachelor's,Middle,Al Jīzah,Animal Feed,$319.38 ,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,11/15/2024,True,True,Need-based,No Preference,8
42-101-8525,21,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,$301.01 ,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13
27-843-5553,44,Non-binary,Middle,Single,Bachelor's,Middle,Tío Pujio,Mobile Accessories,$314.32 ,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7
08-584-8296,18,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,$218.26 ,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,12
65-167-9819,28,Male,High,Divorced,High School,Middle,Punta Gorda,Luxury Goods,$430.75 ,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,6/24/2024,True,False,Planned,No Preference,6
19-925-2376,24,Male,High,Single,Bachelor's,Middle,Segodim,Mobile Accessories,$162.95 ,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,7/21/2024,False,True,Impulsive,Express,14
62-701-1037,49,Male,Middle,Widowed,Master's,High,Lazarevac,Books,$192.51 ,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,9
04-809-8989,25,Female,High,Married,High School,Middle,Zhongcun,Furniture,$239.28 ,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,11/8/2024,False,True,Impulsive,No Preference,10
39-867-1989,40,Female,High,Widowed,High School,High,Gaopeng,Mobile Accessories,$306.17 ,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,1/29/2024,False,True,Wants-based,Express,8
85-885-6579,50,Male,Middle,Single,Bachelor's,Middle,Tirana,Arts & Crafts,$346.58 ,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,6/3/2024,False,False,Impulsive,Express,7
02-711-1034,48,Female,High,Widowed,High School,Middle,Likhoy,Beauty & Personal Care,$51.44 ,2,In-Store,1,3,2.0,High,Not Sensitive,0,1,High,Tablet,Other,5/17/2024,True,False,Planned,No Preference,5
27-347-7437,44,Female,High,Married,Bachelor's,High,Mineiros,Luxury Goods,$405.70 ,12,Online,1,3,1.0,Low,Very Sensitive,2,10,Low,Tablet,Credit Card,2/17/2024,True,True,Wants-based,Standard,14
95-675-7816,19,Female,High,Widowed,Master's,Middle,Noisy-le-Grand,Groceries,$311.74 ,11,Mixed,1,4,2.0,Low,Somewhat Sensitive,2,10,Medium,Smartphone,PayPal,1/17/2024,True,False,Impulsive,Express,11
73-991-0066,35,Female,High,Single,Bachelor's,Middle,San Marcos de Colón,Baby Products,$418.51 ,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,5/1/2024,False,True,Need-based,Standard,3
62-273-8089,39,Male,Middle,Single,Master's,Middle,Pokrovka,Health Care,$85.03 ,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,10/6/2024,True,True,Wants-based,Express,8
51-220-3072,31,Male,Middle,Married,Master's,High,Shuntian,Mobile Accessories,$164.94 ,4,In-Store,4,4,2.0,High,Somewhat Sensitive,2,2,Low,Desktop,PayPal,7/18/2024,True,True,Wants-based,Express,6
17-648-0171,38,Female,High,Widowed,Bachelor's,Middle,João Câmara,Groceries,$89.32 ,11,Online,1,1,0.3,Low,Somewhat Sensitive,1,3,High,Desktop,Other,4/23/2024,True,False,Wants-based,No Preference,12
81-604-7906,49,Male,Middle,Divorced,High School,High,Tewulike,Hotels,$61.71 ,6,Mixed,2,5,1.0,Low,Very Sensitive,2,7,Low,Tablet,Cash,10/3/2024,False,False,Impulsive,No Preference,12
87-518-0375,46,Non-binary,Middle,Divorced,High School,High,Bistrinci,Sports & Outdoors,$83.33 ,11,In-Store,1,5,1.0,Medium,Very Sensitive,1,6,Low,Desktop,Debit Card,2/27/2024,True,True,Planned,Express,1
53-437-2629,42,Male,High,Single,Bachelor's,Middle,Chenguang,Books,$411.81 ,4,Mixed,1,3,1.0,High,Somewhat Sensitive,1,1,High,Smartphone,Cash,4/8/2024,True,True,Planned,Standard,1
43-990-6454,33,Female,High,Divorced,Master's,Middle,Qorveh,Jewelry & Accessories,$438.42 ,11,Online,3,2,2.0,Medium,Very Sensitive,0,4,Low,Tablet,Cash,9/10/2024,True,False,Planned,Express,4
55-570-3804,36,Male,Middle,Widowed,Master's,Middle,Bom Despacho,Luxury Goods,$189.97 ,2,In-Store,2,3,1.0,High,Somewhat Sensitive,0,3,Medium,Smartphone,Credit Card,3/6/2024,True,False,Need-based,Standard,8
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Health Supplements,$227.03 ,12,Online,2,2,0.0,High,Very Sensitive,2,10,Low,Desktop,PayPal,7/7/2024,True,True,Planned,Standard,2
93-957-6269,26,Male,High,Divorced,Bachelor's,Middle,Thaton,Home Appliances,$278.49 ,4,Mixed,5,5,0.0,Low,Somewhat Sensitive,1,5,Low,Smartphone,Credit Card,9/8/2024,True,True,Need-based,Express,8
47-178-9529,37,Female,High,Divorced,Master's,Middle,Bida,Jewelry & Accessories,$217.72 ,3,In-Store,4,4,2.0,Medium,Not Sensitive,1,4,High,Tablet,Debit Card,10/16/2024,False,True,Wants-based,No Preference,14
